photo_id,business_id,caption,label
jfwgtfINk7vA-LxHUXVN_w,5AGVyIa1_XVUqXGbQXRmiQ,Dining space + stage and bar,inside
Ttp-ppA3dQ4CTPyxDpO9Qg,pWDE_rueENu_f5HKA_AsWw,Vanilla latte!,drink
ToIrfCVuPGHSqmw4nUq0Jw,a3EqwP6egYfwRthFjRd2WA,,outside
dzEthkE4MVz_Jfg_hXC3Mg,-9NmUeTphyS9Lq1o9MACGw,Studio A is an intimate venue,outside
JHm0_aiP6-H_IP9bAUag5g,ia8qPXo69K4kS4_gV_pI6w,,inside
Zjz9IaM5zNiLrrvUPeu2kg,V0Ehav_7HAHwqb_uF10M8A,,drink
t17NL4eDcaZ7NUal3Pbh8Q,JCF5x8V9z8SVYFZulz5e2g,,inside
-qVsQsiwXGKnaBN1qJRycA,c4ecEZS7BEmPhgSqzVz9tA,,outside
Fplk-Z1iOCpbjpzn6IcbwA,6RBZfirnzE4NahJTn1UPNA,,outside
-F7tf9MzCZFDvO-fdmvPvg,AFe9CAVwXMQe1LssZ-jJmQ,Fries,food
bTK2-nZRWXmVabdiR3jBUQ,oOKk4ZeB-wfwhZewXE4dQg,,food
5Iu-TCxLzjQETh6cbMBIOw,iMTjejk6apJKzCukZnDw5A,,drink
HSNqgh6ZUrFv0mroSZYEWw,MVKoCY1JwngXmyYxc7oxFA,,outside
xBljmzKGWO-fHHhFaNjEYg,oo37sVFYkBTxyPqDpu6WPw,,outside
7Vc2MkA3Vr1FJ-3OwnkPcA,tg8mH91AaGjLL93Eg8mL0A,,food
BQLpoEHwy-iaPUpEwDZsmQ,CcAtO2dgxzG58x6sze8dlg,Sweet Potato Cookie,food
wPF449VBo4e8MlZexhr0RQ,5TVWytR2oNbSKYgfxypuBw,Macs to go,food
Xb3C9PvwqWUvWy8tC8hesg,IFF5jFfQwKRwL2Vd28BCTQ,"Wegmans Pasta Bowl, Spaghetti & Meatball, Italian - $9.00",food
u9LuFAfUuZ2mt_6WlUtfNg,VImm_9zCKblqG4NwtnKj5g,,inside
8Nq7h1FAqHSRC4IyQ4NH3A,cx5rIVMN-FXwBkl2Kbot7w,,drink
ZtScMpHx6O9HqbkyK4QmBg,tHc3x4ESA3vyr9UiJlL6Pg,,outside
pgbaZCftLmqC8mjhnySYlg,S8ZFYEgMejpChID8tzKo9A,Bar,inside
6hMfTIDKAJmJp3AIqQ_z1Q,wyNzbeDYiMbo1SHqtaZluQ,,outside
nlLwPXR_zAZpGQXj2IlHEg,FrxcwylzrO-ZnzxtiyUdDg,Santa Barbara Wine Collective,drink
yzq4fQuxj_QvqI3oc6qGzg,iwmW2mgcn2YdirXUHCsgXQ,,drink
t16O1_XA8sCozM43EerK3A,ZhIpinbCrf0BQKyuHaWGhw,,drink
UTHZ5agkEJzE99M1yI5fjg,uhkd7al0Z4FV7MtDNRXnlA,The Coastal Trio - 3 Taco Plate @tiffhuangry,food
6bQ5mlXinMVITp6cpmLOwQ,LoQHkYA9nJDQpZQ9DJizrA,,food
FArq83bq-9OHXoZiW1bIsg,eoN0GAIRV0WmwUm7FmzKgQ,karaoke lounge,inside
TF9m7Uxoepqk_0V8qY3Tjg,M1BkW7JZZBrCfT4_Sr4NEQ,You can have your sushi burrito and eat it too...Just order two!,food
q0EvOV83LY1YN1WSgL3m6g,SiXgAgLaLl0uv0VQJ6926w,,inside
Fq7kRRtKZ3UBQpctuDPAKA,3A3XWyj7ELQk90ydn8d2gg,,drink
FnpfqlzeQDGG1aKmv8p7qA,TnYCceceDuPeMc_MTHPZRQ,,inside
wMy1pCXq2pZwtgWM2mHJPQ,xBX7R-j9wjlrAQamSNIvew,,inside
RL0HPlLyn0P9epUb9Xg4Sw,gjbmwlYUImb2lQBp5LV3KA,"Crispy Fried Oysters, bourbon barrel soy mash aïoli, manchego cheese, spicy cucumber",food
Iy6e1jrcvSm87ZyIQq9E4w,7hpUoYdAVToZXwuPRgoqdA,Morning coffee at this cute little cafe! :),outside
jn3K5Ik6P9nGUe3wuyJADg,Bii6sQO2QNinBq9vdakNBg,,food
IcJG8_wfJHe_9DoUgPiP9A,d28lZlSps97FHhXZazJ8zA,Spirits,inside
Jfjk5v_kealUsrSjt4CEnA,Hz0p2RasO5tjll-AdjpJqw,,inside
Ugst16KLyZSaKfNYH2EciQ,22fzAJbot9r6iA394ZEKxA,Champagne Garden Fireplace,outside
2Pd7Brdp7dfLKMO5cfNpuA,fNogR4uIWdpq4DnjhzQYew,,drink
fqVJAKTI5esmkoNJVcWCJw,_C7QiQQc47AOEv4PE3Kong,Chef's Playground:,food
HNQJZLdir7gqCAlJmPGPzg,kNcrmaQNneyioUg1MY9ZqA,Cafe Breve,drink
Jw4hlMqpUdvF1bH4siZe5Q,BjeHLwKOlHyV6DJgmZxAjA,Just a few yummy items!,menu
pUixLpcsJNY0tlcA534whw,6tgrhfz8XsTH2ItEShoohA,,drink
s2XZXMTNMHzeMhACTYVWxw,0X5TTmfBPPY98Ra2CcSw0Q,,food
TSAMPkGzJg11DAcah8egmg,Ak34oJ8zxN8Av7dxS9T8IQ,"Entrance hallway. Dining area is down and to the right, lounge is further down also on the right.",inside
6vBTMOGVzzk8TbYiYlVZcw,lL4pE88JWRJJGcymn0YmTA,,inside
2C-QIJj6bxcku12DW8nUHw,7uxbXQ8LQ45fPlgiLZWuhA,,outside
wt_0e4Swn8f1QYj9lm7Hjw,oFbwMxqaCJfIzAEmwaXD3Q,,food
4TbsV8uRcXwRQ3Q2afGWCQ,7hRaOnXRRS8q620F6G4C7Q,The patio area is so nice!,inside
_zsbKN5dIexN9lZTRMO6vg,t-QxJFbbSjC-_X9TWJqITA,,outside
4psZHAaL2XP5Fw1Q5rSbWg,49JJpgEJfNU5wLTAr-dLiQ,Storefront,outside
i-SnB6q4y7Yfnxpe4ROfZw,E7PBGs3fiZGyjcriapKcfQ,,outside
svKkBUV5xkkSp3nYvCH0Iw,mHQIfUhdRRTk9SPFiMsXjw,Inside,inside
tq-ZlLrVfDdSBSNw7WiGwg,VVH6k9-ycttH3TV_lk5WfQ,"Ain't no playing up in here, real deal fried chicken",outside
0wTSdfQR5jrNZrKkGCmE2Q,yx31OWOldAFmgJ8PDzgMYQ,Matcha latte,drink
PjF2tntlPPuxuHdOOXrP0A,NYiL2534CAAbr-ynGVbhaQ,Beautiful surroundings,inside
bjHZmGnN_mSVWtvifhv4cA,fkfqJrABHQWsFWg8z3UHJw,Great Brisket,inside
Z2_KSUqNC3tzeI44UER0iQ,A-_GjL5P2ry5OD6WgjhDPA,Hole in the wall.,outside
XoTsY-WUMw0SqKnq5aYf3g,FSTmzo0beEVMRMSArcp4fg,,food
oEawexb8NqKtwHo9YWXIHg,6Ty-KKWq6hLZYW8DWEHYvg,,outside
fFCmF-i4hd3exLUHtmctQw,mtvT7uRey3F395STFRM1Tg,,food
iqv9l5hyDyaOkNi_hBBh5Q,CuRjZOmfnXjefwEpyzmTTw,,food
nl_V55jmf30vTTsxnPkQzg,eGnOXQYoE6qh5LdTHym_Ig,Menu 09/2018,menu
S5KD38cEPIT_H3yg3rpeMg,OkSjPjMwXQ77h7kzhhyhDg,,food
878ZYEDXEMUb40MJXy_09Q,ELZjb4effPxfDfdXqE_sKw,The Raven Restaurant,inside
SUvJmzQvuAhpdjJ2JF9aXg,L8ikDbjpTycVFdjGbpbiQA,"The Garage in general is a gorgeous venue, and a great place for Clancy's",outside
RPwGGN0bm7Yg7ugCkXMUhA,pUS9-diT4asKVjgSBQAMnQ,Handmade fudge,food
H59-wTHWZRWi9w9fhHd5GQ,yPSejq3_erxo9zdVYTBnZA,,food
8au1EQncS0_WHdb5o4--WQ,cE_gYW3CHEducTkEyxTDdA,Reviver & Old Thyme,drink
u1lHwMAnnRe1sSwBbk80dw,DttoNnRRQyRoKPoun0nxwg,Sunday Funday,outside
tpgggo_m7heuXzllFSjAMQ,hPzPpfSjgQkpWCD7YjcY-A,,menu
MusFOD6JsONdoKFtpiu3VA,m3tc5lXPk0VQB8gjYANXIQ,,food
hyQ2p90e82EMv1GX5REqLA,j-qtdD55OLfSqfsWuQTDJg,,outside
FePOfzPwAfmu9QPxyVbf_Q,L4kfcADLCU4T33i7Z0CkuA,,inside
Dn33EEAuNXua2SzvnnPtng,oEwmCZknUHgHfEBdKA2SZA,"Vietnamese, Pho, Rice & Egg noodles",menu
lFLiNx20-1-NmCE-P8NFug,IP_E4SHLClorhNg4o5bw9Q,,food
moyuvZbAWU5m92T_n0FInA,DH_aRlDhnzsJTh1ffWwt_Q,Delicious healthy options from Superfood Bar!,drink
640DxIt2RHRipt38uVXUzQ,AUZqMRK9or-BxBUE7uTe6A,My youngest son kayden,inside
k_PSngRS22mSA1MypwrjPg,DzzVSYXadZ1_XgfGz_Loyw,Chocolate Croissant,food
di0ug3wneLPOToub0txFfg,ICqgjbOpBD9SUtE5PQC9sA,,food
Cnc89WzVmth-Bnzi8G5tBQ,-s8G4_7aF8IxlAq6p1w4rw,There is something corny about our love for the freshest ingredients #MuchoNewMenu,food
OqP6udIqEByGi1BUM_1ptQ,9_b6-A_Fj3KCrctVyraAFA,Our fresh Lemon water ~,drink
U89tjIwR7L_c-agqzPaSoQ,5Md0YaxD5HiOoBmsnmIu7A,Mini Buffalo Chicken Egg Rolls,food
ofe6_nxDPsCTImGyPqFr6Q,FeCkEyoGHVAR7KzrEX-uMA,Country music!,inside
7lbZjvCE2Ur68rXrmpqY6Q,-1oygVebK81K8JEPI6H6Lw,"Bacon, egg, cheese, green peppers and onions!!! On a everything bagel!",food
oEdib4LexrcblFMdN6viPA,w-0Gm5hKaX6mHRXoA0Ylrg,"Photo I took while waiting for food, ladies at the table in the pic never got served and left.",outside
bZxGPedbdkzq70NFWPCReg,hNgzkyELo0Yf3S3kb5jB-Q,Great ambiance,inside
zp2uXtLVYDV2J3KhRF2YVA,ySn36gFeTJ0fR8CG-Q2DuA,,food
Jgabdbm691dYPsiQCGophg,GE-e4isVqXF3dugLO09D0g,"Raw Bar featuring jumbo lump crab meat, Maine lobsters, and langoustinos, and a selection of oysters",food
XOcTHgddxHjVkOZ4Lt-JqQ,8B1_LXe0JmSgC1s4kttXJQ,,outside
UUvoxkQVbHaG5nHLolZv6A,2R4IzhRPnR_cNKtgIfvymQ,City View,outside
hAowNHofYgiNCFrA3u5eyQ,SJJaIBGBBB3T_OX7iy-D4g,Ayran/Doog/Tan/Dhallë -- cold yogurt beverage mixed with salt.,drink
VN8yo5tsbm6G4JvjB02tGg,YP7Nxt-FsXLnHLjsziAYmw,The bar,inside
9CCLfVBsxok_5v1gaNgH-w,UPD4qX0t1lm7G86mrj889w,Dim Sum Brunch! Looks fun!,menu
gIhSrXsBUrLwJkC_X0cTJg,mciSzNKFRZ3HGgeSDuwUcw,,food
9hghOzLY8EqI8Mg-Uezifg,hr5dfDGnO5GuIHKcLi4PPg,Premium Room 207 - SkyClub,inside
7Pknk_4acUvq_S9YcSynyQ,GEuzwtdp2DX9c9HyhOT9KQ,"A view from the Deck at the Landing Restaurant, New Hope, PA",outside
sSoi3ndO-Qv4bIYA3pfdzA,fCDMLD21ypv1XZ_EyafCkQ,,outside
KzjrIilA5yqqTy3AyAIZEw,ya4ky7GX7nTWPW40-YSAQQ,Cinder House 11/28/19,inside
faA0TnS8cTQcK1NhMqmQ3w,IFF5jFfQwKRwL2Vd28BCTQ,Wegmans In Brine Feta Cheese- Plain - $3.49,menu
J1JZpk_Xlmlz6EOE5v-WTA,q22g76Uy0q0bSIoR74iE4A,,inside
4Qr0dqFFZknp_ICudFh5HQ,gfIj5FvIejEiex4WV04wIQ,To your right as you walk in.,inside
toAJBJfha-szcv7KRdUq2g,rFPfabhoHK7qnNAQtwQdxQ,Sample and self serve,outside
7_hiXIbS5Ub0_eiRxr5COg,7rMxt2f3uvC6xPQtHgQKLQ,,inside
0KaFuu1X1NGUkn7MGa48tQ,JyYT5phFLg3BESNL-WXf4Q,Lots of seating.,inside
mB2Fi_rCY82Opxb-MCj9wA,J2LA_8y8FtiVNT3PM8fstQ,,drink
wBcD1yPlWNeQ7v4lp9w_7g,8pqdJjefYq-a9IBSJJmKwA,Iron Lady,drink
sf_Qhoic08mnDly9veLprw,Ykjxo6uK6V-ttxy1pORi6g,,inside
AUdp9Pyta4PVTncfCyv3IQ,CD1gNgrodLjVVLpB-Kcn3Q,,food
xvYLobuQ89X7ztH42kJqEA,VXiNWnWfvgof-hSiQpR7yQ,,outside
qVDwPS0mzeGhck6uX3G-fw,luUGLqA3Gxv5raCJOAzblw,,drink
ST2wHJV-62wwRW_8owJUPQ,Ou2pPBBkRW80eEjuXa0ifw,,outside
-D9K-2gHCuChsGZksIlUXg,1ikDMnTH3DSeRtgBSceXpQ,,drink
Rd8KHsz0VPRhjDC8NYG0hQ,MI7cUsPiQGYQRuQmn3MbtA,,inside
ayaZrZoWFxImJmlCN9Shsw,2s8lEgWLY8QZwly4KBoBbQ,Caledonia Tap Handles,inside
_IRUZoGYSr9bICvBJrPnhw,3oFE-751lsSdkggDd7L-aw,We ID.,inside
SWfOw7HmMj7ZnFyQIF9pLg,mBgfK8HLthPOMPkEbYLW-A,Flavors on the Avenue.   Slinging beers outside somewhere in this crowd,outside
kxs2TkTBkJc1sF071sc7cA,iH9fT2RCB0u4cVl2HLDtqg,FVK swizzle,food
X7Gz_Eytz6_ldhaDFUtJfQ,5FV4ZtgeLmD8jTbUGFpnvQ,,outside
npb5Uzk89iyJwnCOKuCjrA,elEQxid6rZ3tRZF1Kwkr9A,,inside
mhojbTbiZYORCNdIvXDTTQ,thb9MKU1kOG_TZ0sn2RxcA,"Blackened Tuna w/daikon slaw, sweet soy glaze, wakame salad, sriracha",food
22oltAhnbYUQe1EOJ6YKWQ,jrSC1bwN2lz9dVBrNTejSg,Bagel Sandwich,food
0pqQWRbJa2h_mT0yZn5l_g,-9QWlFM3KH0DBS1wiHZJXA,,food
jtnxzKEUmIywUtaiEB4M4g,DXDoh8MNrqjtXsZnkuk4hA,A little windy but still warmer than home!,outside
eu2dEpfJwjqoL2NsyQpojw,s63cVEM7S0SSBQIkUIsfJQ,"Sex and the City, Geisha House, Samba",food
g1JfqEc64RjRzMFX5lrrgg,pms70Lg_z7c2y5ojukohBQ,Steak roll,food
0QxlyKRH9Ldckb2HKXOJdA,Gz-yCWu_90HODnAlV_RDBg,,inside
DmFCyiSWUe-20bub_-D5YA,1IjHo5kaSdFxJkJotU4O7A,Infused Mojito,drink
YcICY-9IOqwkK8xiXt0c_w,uHFnlYqRinpyS-EozlZFAA,Exterior,outside
sEe7GelbZjEN7d_p0i9fUw,fSrv4o8kvmBFfd2MWnbsDA,Iced Shaken Espresso,drink
-0a3-Q_8j9YwWenJlmNt-Q,Dzm1y59cLFt8OjTsZRUC6w,Sunset at the marina.,outside
w6zTfREU3-1NlmQ-8PlrbQ,BxFWkJsm5A0lz7C_BFDm4Q,,drink
HSckUI7VI1OOS5MifKmNxA,js2nHugz_merD1GghFXIcA,Cinco de Mayo Party,outside
oexLlbKk2V9manYRZT7n7A,XXSRQj02oCBr0w2xMOftLw,,food
uDYzVrU8SdiuUJZGsSfRjg,298L1ENA8nOLzV9sxv97ZQ,,drink
4vxEtVNGiMs-bBtgyGze6g,1jbONx-Csh9aTkk0E9O9jw,,drink
bvqVWe7aNHfeism-L96P7g,mcyhSRV0kcO57QP7al2HGA,,outside
InhYfYxaVoHcvY6eUAEA3Q,PpL37OYAdmBxpmJoNNJQUQ,Pink drink,drink
gtMw32dBypg7cj8NbChRjw,Rk7WpAeDuEj85ULgWk3xhQ,,drink
gmA8UPc0e58eZl8y94v90A,65wbUrdLo5IdslsnAmWmJA,22oz dry aged CAB bone in rib-eye,food
ZgDmcufNR_Ke8OwRNGVhow,-lX4ufgPLYubI8rVxNM31w,The fountain is in an outdoor area of the restaurant and the water changes colour,outside
BIz-Ep9f8OhwoREM0-i1bg,Tr2ZsRHKog4-jH2C8QiIOA,"Nutella, Nutella and yet more Nutella!!!",inside
F22YZpBRhiIsq59O1nXOJQ,oFbwMxqaCJfIzAEmwaXD3Q,,inside
ufkycE0DtouZyj9WBjJ3kg,_HmySkpAYC3ewKzPiMpjSg,seating area with outlets and wifi,inside
MUNE7JJ24Y1SpY_7SD3fJw,3iUCCf1FWmjlFbGYvBgf9w,Tennessee beer. Tennessee Whiskey.,drink
8XdOlWB_R9ux0hlj0D0sFg,4B1NLfBJRfeJ_7bKVTNa_w,Storefront,outside
35WA4GtuTMenJtIPLSEQJQ,K7cmAUWUebwIyminFIHqIg,,drink
5q3gT1F2uXcp7e9PteCzcA,wP2ok4O0GsR9td7Iiv1zKA,Where it all begins...,inside
I9pzV5RjMha1etR1NO6IuA,RNzhLU8zy1L5dBkjRK4xEA,Some of the great food and cocktails at Sly's - oh those onion rings,food
AqVsvBHs42Xz-rgvj9g_BA,PLx8yBk2EhLnnc5LgZEiNA,Chicken chimichangas (soft not fried),food
wd0-xbia2AAtDAtIUT0Fhw,f07xfYaULkVekZBsjJ-i3A,,food
_m7sAKEUv3tGTeG3b_tpcA,sj2o49ZCq2iJlZxDNrHDaA,,menu
0Oxczd_jAnZ-mWcL5kGJTg,fxdqfaDvZY2PB4qVpTRWRg,,outside
A3s1B3acF2HkRYCjDmU1Lg,2E5fh57OvOQMWwxxEOkN8A,,inside
Ug9c05waxwlY1DCLTSLDbg,Yba0u3mogMlF7QOJNVxWog,Exterior of building.,outside
dH4eoCy9hAX2MiH2DKc55Q,DBtvUjFaT1v-p6vCxY2nTw,,drink
KCvqhRdth4UUTPcNQlXUVw,kQDsmkRsLIiEEY2douOZWg,"Burger on the water! Great food, great service and great views",outside
w2rdBFqvJIuYWtT7cXMzHA,5K9oTIa83359gJKHyFPcJQ,,outside
c9TGgoQLLfgTzmxP9V6BEg,-Tnsc_b8dsWuAq1wQugKZA,,food
vNiWzDpveFwVhmsxASJSJQ,ar5Rw-bQ8oN9Omt_EQaEOg,Menu Side 1,menu
-zIKK5bDVPMoRrwKXcXCcQ,_78Lam9Jd0W6ZmnHTvdjMg,It's nice to go outside and sit near the water.,outside
-WxQLxZphINFHUHwZPnwJg,l4IeGBHXV2E8S8COd9rx9A,,drink
RLZwtSy60WP9CeOLvQSEnQ,2jwUldEzfMAjPQVCgljLCg,,inside
FIw7ce992NJheBr9qEFHCA,knnI4KEcZA6aftVQlmrrmg,,menu
MSzntFiQ1aQUohWHNrkt1A,EAmx_lbvIBPX7wimjt3cxQ,,drink
_fp0lRf8wAmnq0veUtV8Ig,HhTRD_PScoTNoJ3iiGtG-Q,Cugino's,menu
Ww1r_03D63KHTiA00DOt4w,6t3zWNWQKLVUHUuFp5dpDQ,,inside
X7HUPH4v_v4cSRpyUOB1bg,2pWQjLkIynlvTdgPGxINvQ,,drink
UlIszX_FxbclkAxUwe4UtA,_ab50qdWOk0DdB6XOrBitw,Line Outside,outside
ItgcOpdUpsqAOpQ84fFpxA,UuR_swydJgdnEHeoXqB_Ww,,drink
jiRNljFkMPfBfmLyBNGFmw,zISlbx0dpSSE-S4c8LwDyg,Bellini!,drink
F07VhuN1UasGuvoWLzvShQ,t6g6Lj8WzjIXXucCl9jdTQ,,menu
B7ARSL9ZSQBIHGMuAsvaOg,vV00GT_L1_fJYbLg_yEIxg,,drink
ofrYC0v758a7T9w_4KuZIQ,gndi4-wzu66Mtp4E0zHt7g,,outside
U8iOwijORzBQ15kOdcbZFA,2Mpja5TqX8uSWPrhkRao6Q,,outside
1WMsdlYqeKkwwpySzR5A4w,p16qhO-kuqx3IU_elDphUg,,inside
auU5LJrQxqTlnvikmDy4Og,05GLPgaqx5y4H9dBU6CP2w,Restaurant interior,outside
REnqc6wQhG7OyGR2D2wDqA,u0Bt7uvvj7LAjAdiMtrhug,,outside
Wph25O0BhCYObsyiTNL0nA,WnyiCJfpsl1RViIWafNwIA,exterior,outside
VGX5mAsP4DzGCEI6YlyRIw,cLNyFQ3T7p_Kcf09IburKw,,drink
ARfrTqTA3DPm26nN3d_29Q,ltBBYdNzkeKdCNPDAsxwAA,,menu
TgKt8UP9y0WsKldRJ3qMyA,alIV10COVIoLpd8-jqAx-Q,,drink
ersx5V5WjUAzQ9dWobdhDg,1HxFXPrS8kY4Y9Nn5319tQ,Patio,outside
F2kZyPqwtsdGBJORDxtA8w,2BMk_drsikKWslJCXmQtjQ,,drink
_8aqfJCZ1J8yROnlCXSXHA,j5siJykDq7GWzgSdpOjhdw,Menu,menu
3BRvOO57z_GQC1a1fgEHQQ,uThu1t3DGVJ1AgTwP4QKzA,,inside
6kO7V-qlSCn0hcKkqAEh6A,tFpstYqxugKHzeyNUsuD_A,Bottle caps & cheese curds!,food
FtebDj5Foynhkdu782-vFg,pog-n68Vw_8tvHPHB51rZQ,,inside
4OzkzcEqf1bz2DL_xywd2g,tYIl7WfEKS2vML15MaEHvw,,menu
qu8sMqvZCD3BwuHMlpa3dQ,_RzDBJwujmEC-zwDU2aMIw,,inside
p8Rm8-8M7KaCd62FXPUb6g,ymloenmo3kHAFvI5-96fjg,,food
i4VGAfzrY4imM7bd7h1Fqw,dGUyXgFW1WSYMgRypKaYew,Beer,inside
T5lWb1F6dgTt2XgFpMHjUA,dNhuI4zka3WDhbfksalj5w,,inside
99yN3NND6gVHTwweMy4b-g,SYHDOHRNAH-2xsw3XB5qbg,Outside from sidewalk,outside
FGuZtnSsYc_UuuxAlTMsxA,DVW9wdWzxzbV1UlUQdfntg,BLT crepe,food
grynpeNit7gygOtuekN2-Q,CTvHlHQ4jzRO8gkkl4O8zQ,,outside
_Ezs-rMB1pxxaQRLg4SGNA,SjiRaZoWaDpkCCpq5SsrMw,"Best food in New Orleans. I loved the food, staff and history.",inside
GrIDfO3DUtVc8uiBbd0R6Q,IkY2ticzHEn4QFn8hQLSWg,Didn't eat here because already had two different cheesesteaks in the same day,outside
GlKtevJPRuFHj70yPUUlRw,UQ8UKfNSUT0aKu4naioVqw,,outside
K07RrUT8lhFqrRXg5zV2Cw,ac1AeYqs8Z4_e2X5M3if2A,,outside
UJb_fHcD07ONYgi5QzJCTQ,B1OjiK9Bx5t_mIm9I6mZ-Q,"Great food. Service so so, but I'm happy.",drink
fRUwOWclQk0N8mfqA_PrfA,htJyj7N2_QqVUAvXCK9aXA,Great Bar!,drink
dGQoNJeAExmzFDoDY5zI-Q,PWWGbkPC_agn-4s1Hv1W5A,Santa Barbara Presidio,outside
8NxgrW2dJdUKrD45RdDslA,GJozF6AoaeQT2X1_lIBwzw,,food
ie_qvS5IzvOoZlGtzZvQLQ,68ThEdiK0eWCEgGEmV9Tng,Kimchi Poutine,food
ddqmgvNZNUteQK3MB4qXFQ,hZtDA2MptLT7zdhDQ5bKRQ,Chicken Tenders Platter,food
10sxd7cFyLorXcedjlAZtQ,V1ZN0CuQ0xfGzmHZLJ_v8w,,food
KabFuv6-NMh-kJTRWaCMgw,nhEyyLGxsJfe5auEKqofTw,,menu
qgUzrRZMzcSKKLhEic5OtA,OVbuOxR3zXExZCKLXewaVg,Happy hour Cocktails,drink
C-Ve8J_rXFszq4twZxx4Cg,9cu2p2Z925hHkWHVyrp1JQ,,drink
kBilkicyIXJb_Q-qNRhpPA,y7AvDp_0WZlyjoAeWULJMg,,outside
yfmxASkymoAgKeZ7r_onlw,yDHINEt7By47My7x4Mb8oA,Philadelphia Cheesesteak Adventure,outside
R-bAuwF4JuxBhILc9OpkPQ,geuZssQDB8yblCpFYwoqAw,"Tiki Tuesdays!  Mai Tai, Trinity Tiki Punch, and rotating deliciousness",drink
rrrUy_qFjWfE18SQtHwrEQ,jMStvE-tQzSpRCAO0nAE6g,banner,outside
DbcA-XWDuPNYTzXeeFLBiA,kf8UZ8gIgnWKnn-Mkyv8uA,,outside
-eXn91E_fehWGNZC2a6K5Q,HCqmx4ENAZ76SAjoalj-MQ,,inside
5bSE9_aTx4OXU8X2fOz3sQ,yTeH-Xqp2qob651GU6aE7Q,Meatballs!!!!,inside
uEBP9GL-UlxNLMzZ7DBNLw,SqkBIkfYOkwJrdehXBvVIQ,Omg! They have Nacixem! And Edam Emoh! That sounds like some moody Blink182-loving cheese.,inside
vV03fbygeWjkKmUVPm01qQ,_C7QiQQc47AOEv4PE3Kong,The table President Ronald Reagan enjoyed for his visit to Commander's Palace in the Crescent City.,food
mTQIM-DqfjhnuuF3xcSPAg,IrKk13yo5Wx8rAjlN-PZMQ,Hot coffee is delicious also!!,drink
_ViPJIerIrHmIBvqGWjDJQ,MaYb7qMN6BomP1zQGj3Wjg,Bar,inside
bSZK3kd7ICh5aZgDW5aqAw,KobS8yqBelXH11gaIhZJSg,It always ends,outside
146aNcgsqMSy9idLuS4L1w,vaCZdS9Q9wIHw-YwHoYErA,,outside
tWEqKyX6L48F3DgZdDm_8Q,BEMSDLPP630Fpdw_QpqLVA,Menu and ambiance,inside
qztGYq-fXweqZcuq76swLQ,QFzfm7Xe8i_7M6oS08c9YQ,CALrosso Wine,drink
KQk8Ipl25CyA3R4zcQGUZw,Mm2ezriGaCboSy3FuX-WmQ,Yogi is soo cute!!,outside
X-Bk0YdLlpKrnLWkrzmhbg,OniYp_RAqBP1s4Wd9_YWqw,,outside
yNOYtJ5FEQvZ6NybjJsyEw,PHBKsp1j4SVJuS_fQtiUig,,food
mLigrWVnABj_YSoHWY86rA,FiTls64Ll9f9OeqwASM-UQ,Iced Shaken Espresso,drink
ITkedc0_siVSk8yZ4__OGg,GoYSJ-YY-YwbxdgasHuq-Q,Second floor seating,inside
JdoABBLQ_fRQhL17EHaGcg,l4IeGBHXV2E8S8COd9rx9A,,outside
QSNVQXNlPIo3F-cLoEjZrQ,deAXOKrUqydpts6xcbhMwQ,,drink
4JuStYqgCqqSFd-AUD98lg,pc8D9b_rnL_I8ak91tKjsg,,menu
eID0owZ-4lbk6VBn1bZJRQ,u7uFQCoHFtBKCtbWUm6yZw,"Whole truffle fried chicken for two, Char Grilled Swordfish, an array of desserts, chocolate soufflé",food
J4wZLWL308e6TRJWn_Tv7Q,pP4q0Mym-qt20nRqTKbzhQ,,drink
fjhs48Ye5zWyCQGr00qQcg,NnXtMdEJ4QRgaw7hTgbkgg,Behold your salvation. He will guard the bathroom door against aggressors.,inside
aR2UQat2uDvHDZfSF53HiA,FdoqtMadj4ybDAL7S-yUBQ,,outside
VktltQfomuTFmuDOK2auNQ,WO-oh0OYWzlmOYoZmowxkw,"Soup,Sushi",menu
x7A_-3rAuZgaJAODI62iHQ,UnQriKTiNsYnyPE3Rt8lTQ,,drink
UMeCdZzPn4J4vqdY7irKUw,AlsQKIObWX4KAO82Nss4-g,Piña Colada,drink
RXFNHugKBBR5PaMrjFwnpA,6kXKUAflfTBcOLbfYcnNgg,"Los Cabos Shrimp Burrito- grilled shrimp, fire-roasted veggies, cabbage, sour cream & avocado wrapped in a flour tortilla.",food
sNgByNToZMUX9KCtpqZ_HQ,MQRZphoLZVK278Na2YjzgQ,,food
Hux-qUaqzrVSWc-yFpMECg,tZCa7lmhBDvyObpxBwI69Q,Nashville spring fruit tea,drink
ZCa-SBlnLcJTLkL5agrX8w,IkY2ticzHEn4QFn8hQLSWg,Lots of celebrity pics line the exterior surfaces.,outside
A8xM49z9-_EAkptASFrZ8A,a32M9H9nkkPGKTKB5W27NA,Bar happy hour,inside
3gcMfgQKljqZmzkvqXGfeg,S27cRb1jq0Q7QUYqEp7VGA,The Old Fashioned Maple Doughnut is amazing!,food
3TPeS65vFRfE41Y9tc2Evw,TD2Ln8rzK-UbGECZkD6V4Q,,drink
NLLolx6tp9ZzyZOKFaXcpQ,dpsjOpUxxuPkG-9Dd7LLBQ,,drink
BGMwFPU9td3edy0Pi6laZw,iksVwRfpWymIUUFqw0tXpw,,food
